id,user_id,fragment_id,transcription_id,x,y,character,diacritic,custom,created_at,updated_at,temp_id
539434,158916,134756,150005,500,1001,Ε,,0,2011-07-26 23:53:55,2011-07-26 23:53:55,TMP1311724416102
539435,158916,134756,150005,547,996,Κ,,0,2011-07-26 23:53:55,2011-07-26 23:53:55,TMP1311724418054
539436,158916,134756,150005,592,999,Δ,,0,2011-07-26 23:53:55,2011-07-26 23:53:55,TMP1311724420094
539437,158916,134756,150005,732,988,Ο,,0,2011-07-26 23:53:55,2011-07-26 23:53:55,TMP1311724425382
539438,158916,134756,150005,771,983,Ψ,,0,2011-07-26 23:53:55,2011-07-26 23:53:55,TMP1311724426886
539439,158916,134756,150005,819,976,Γ,,0,2011-07-26 23:53:55,2011-07-26 23:53:55,TMP1311724428942
539590,158916,134756,150005,867,973,Ν,,0,2011-07-26 23:54:15,2011-07-26 23:54:15,TMP1311724435950
539591,158916,134756,150005,909,966,Ε,,0,2011-07-26 23:54:15,2011-07-26 23:54:15,TMP1311724437766
539593,158916,134756,150005,956,968,Ν,,0,2011-07-26 23:54:15,2011-07-26 23:54:15,TMP1311724439342
539595,158916,134756,150005,1011,960,Τ,,0,2011-07-26 23:54:15,2011-07-26 23:54:15,TMP1311724442118
539738,158916,134756,150005,589,1064,Α,,0,2011-07-26 23:54:35,2011-07-26 23:54:35,TMP1311724463367
539739,158916,134756,150005,723,1048,Α,,0,2011-07-26 23:54:35,2011-07-26 23:54:35,TMP1311724466287
539740,158916,134756,150005,756,1044,Τ,,0,2011-07-26 23:54:35,2011-07-26 23:54:35,TMP1311724467407
539741,158916,134756,150005,793,1043,Π,,0,2011-07-26 23:54:35,2011-07-26 23:54:35,TMP1311724469103
539742,158916,134756,150005,830,1047,Ο,,0,2011-07-26 23:54:35,2011-07-26 23:54:35,TMP1311724470919
539876,158916,134756,150005,509,1140,Δ,,0,2011-07-26 23:54:54,2011-07-26 23:54:54,TMP1311724476615
539877,158916,134756,150005,546,1132,Ε,,0,2011-07-26 23:54:54,2011-07-26 23:54:54,TMP1311724478952
539878,158916,134756,150005,584,1126,Ϲ,,0,2011-07-26 23:54:55,2011-07-26 23:54:55,TMP1311724480689
539879,158916,134756,150005,624,1128,Γ,,0,2011-07-26 23:54:55,2011-07-26 23:54:55,TMP1311724484351
539880,158916,134756,150005,668,1121,Η,,0,2011-07-26 23:54:55,2011-07-26 23:54:55,TMP1311724487031
539881,158916,134756,150005,706,1122,Ϲ,,0,2011-07-26 23:54:55,2011-07-26 23:54:55,TMP1311724488903
540024,158916,134756,150005,500,1196,Τ,,0,2011-07-26 23:55:15,2011-07-26 23:55:15,TMP1311724502225
540025,158916,134756,150005,541,1196,Η,,0,2011-07-26 23:55:15,2011-07-26 23:55:15,TMP1311724503992
540026,158916,134756,150005,598,1196,Ν,,0,2011-07-26 23:55:15,2011-07-26 23:55:15,TMP1311724504632
540027,158916,134756,150005,627,1192,Γ,,0,2011-07-26 23:55:15,2011-07-26 23:55:15,TMP1311724508392
540028,158916,134756,150005,662,1196,Ε,,0,2011-07-26 23:55:15,2011-07-26 23:55:15,TMP1311724510488
540029,158916,134756,150005,701,1194,Ν,,0,2011-07-26 23:55:15,2011-07-26 23:55:15,TMP1311724511616
540030,158916,134756,150005,743,1195,Ε,,0,2011-07-26 23:55:15,2011-07-26 23:55:15,TMP1311724513312
540200,158916,134756,150005,772,1191,Ϲ,,0,2011-07-26 23:55:35,2011-07-26 23:55:35,TMP1311724515120
540201,158916,134756,150005,805,1192,Ι,,0,2011-07-26 23:55:35,2011-07-26 23:55:35,TMP1311724516912
540202,158916,134756,150005,836,1188,Ν,,0,2011-07-26 23:55:35,2011-07-26 23:55:35,TMP1311724518904
540203,158916,134756,150005,377,1259,Χ,,0,2011-07-26 23:55:35,2011-07-26 23:55:35,TMP1311724521728
540204,158916,134756,150005,423,1268,Ε,,0,2011-07-26 23:55:35,2011-07-26 23:55:35,TMP1311724523361
540205,158916,134756,150005,466,1261,Ϲ,,0,2011-07-26 23:55:35,2011-07-26 23:55:35,TMP1311724525169
540206,158916,134756,150005,503,1263,Ι,,0,2011-07-26 23:55:35,2011-07-26 23:55:35,TMP1311724527304
540207,158916,134756,150005,539,1263,Λ,,0,2011-07-26 23:55:35,2011-07-26 23:55:35,TMP1311724528936
540208,158916,134756,150005,580,1260,Α,,0,2011-07-26 23:55:35,2011-07-26 23:55:35,TMP1311724531352
540209,158916,134756,150005,636,1263,Μ,,0,2011-07-26 23:55:35,2011-07-26 23:55:35,TMP1311724532313
540344,158916,134756,150005,686,1256,Π,,0,2011-07-26 23:55:55,2011-07-26 23:55:55,TMP1311724536793
540345,158916,134756,150005,729,1257,Ο,,0,2011-07-26 23:55:55,2011-07-26 23:55:55,TMP1311724538881
540346,158916,134756,150005,769,1258,Μ,,0,2011-07-26 23:55:55,2011-07-26 23:55:55,TMP1311724540385
540347,158916,134756,150005,813,1252,Ε,,0,2011-07-26 23:55:55,2011-07-26 23:55:55,TMP1311724544449
586754,158916,134756,150005,364,1324,Ο,,0,2011-07-27 02:33:35,2011-07-27 02:33:35,TMP1311734010705
586898,158916,134756,150005,563,1322,Α,,0,2011-07-27 02:33:55,2011-07-27 02:33:55,TMP1311734019202
586899,158916,134756,150005,603,1321,Ν,,0,2011-07-27 02:33:55,2011-07-27 02:33:55,TMP1311734020433
586900,158916,134756,150005,644,1322,Ε,,0,2011-07-27 02:33:55,2011-07-27 02:33:55,TMP1311734021626
586901,158916,134756,150005,683,1320,Π,,0,2011-07-27 02:33:55,2011-07-27 02:33:55,TMP1311734023265
586902,158916,134756,150005,720,1323,Ε,,0,2011-07-27 02:33:55,2011-07-27 02:33:55,TMP1311734025226
586903,158916,134756,150005,756,1316,Υ,,0,2011-07-27 02:33:55,2011-07-27 02:33:55,TMP1311734026210
586904,158916,134756,150005,785,1319,Π,,0,2011-07-27 02:33:55,2011-07-27 02:33:55,TMP1311734028738
587011,158916,134756,150005,822,1325,Ε,,0,2011-07-27 02:34:15,2011-07-27 02:34:15,TMP1311734044234
587012,158916,134756,150005,958,1328,Ν,,0,2011-07-27 02:34:15,2011-07-27 02:34:15,TMP1311734047594
587117,158916,134756,150005,367,1380,Ν,,0,2011-07-27 02:34:35,2011-07-27 02:34:35,TMP1311734056018
587118,158916,134756,150005,406,1380,Α,,0,2011-07-27 02:34:35,2011-07-27 02:34:35,TMP1311734058059
587119,158916,134756,150005,492,1381,Κ,,0,2011-07-27 02:34:35,2011-07-27 02:34:35,TMP1311734059098
587120,158916,134756,150005,541,1380,Α,,0,2011-07-27 02:34:35,2011-07-27 02:34:35,TMP1311734061050
587121,158916,134756,150005,580,1381,Ι,,0,2011-07-27 02:34:35,2011-07-27 02:34:35,TMP1311734062298
587122,158916,134756,150005,609,1388,Ο,,0,2011-07-27 02:34:35,2011-07-27 02:34:35,TMP1311734064050
587123,158916,134756,150005,646,1384,Μ,,0,2011-07-27 02:34:35,2011-07-27 02:34:35,TMP1311734066059
587124,158916,134756,150005,691,1382,Ο,,0,2011-07-27 02:34:35,2011-07-27 02:34:35,TMP1311734072862
587232,158916,134756,150005,724,1384,Ι,,0,2011-07-27 02:34:55,2011-07-27 02:34:55,TMP1311734075556
587234,158916,134756,150005,765,1384,Ω,,0,2011-07-27 02:34:55,2011-07-27 02:34:55,TMP1311734078323
587240,158916,134756,150005,809,1379,Ϲ,,0,2011-07-27 02:34:55,2011-07-27 02:34:55,TMP1311734085507
587360,158916,134756,150005,905,1391,Α,,0,2011-07-27 02:35:15,2011-07-27 02:35:15,TMP1311734097674
587361,158916,134756,150005,949,1384,Τ,,1,2011-07-27 02:35:15,2011-07-27 02:35:15,TMP1311734099388
587446,158916,134756,150005,995,1386,Α,,0,2011-07-27 02:35:35,2011-07-27 02:35:35,TMP1311734117612
587447,158916,134756,150005,386,1444,Ι,,0,2011-07-27 02:35:35,2011-07-27 02:35:35,TMP1311734124404
587522,158916,134756,150005,415,1445,Β,,0,2011-07-27 02:35:55,2011-07-27 02:35:55,TMP1311734138308
587523,158916,134756,150005,460,1444,Γ,,0,2011-07-27 02:35:55,2011-07-27 02:35:55,TMP1311734139964
587524,158916,134756,150005,503,1443,Κ,,0,2011-07-27 02:35:55,2011-07-27 02:35:55,TMP1311734144326
587525,158916,134756,150005,547,1446,Ο,,0,2011-07-27 02:35:55,2011-07-27 02:35:55,TMP1311734146228
587526,158916,134756,150005,589,1448,Ν,,0,2011-07-27 02:35:55,2011-07-27 02:35:55,TMP1311734147964
587527,158916,134756,150005,629,1446,Τ,,0,2011-07-27 02:35:55,2011-07-27 02:35:55,TMP1311734149356
587528,158916,134756,150005,668,1442,Ο,,0,2011-07-27 02:35:55,2011-07-27 02:35:55,TMP1311734151756
587529,158916,134756,150005,708,1447,Ν,,0,2011-07-27 02:35:55,2011-07-27 02:35:55,TMP1311734154869
587642,158916,134756,150005,755,1440,Γ,,0,2011-07-27 02:36:15,2011-07-27 02:36:15,TMP1311734157012
587643,158916,134756,150005,789,1440,Α,,0,2011-07-27 02:36:15,2011-07-27 02:36:15,TMP1311734159405
587644,158916,134756,150005,825,1444,Ρ,,0,2011-07-27 02:36:15,2011-07-27 02:36:15,TMP1311734160533
587645,158916,134756,150005,870,1443,Η,,0,2011-07-27 02:36:15,2011-07-27 02:36:15,TMP1311734163421
587646,158916,134756,150005,908,1446,Ρ,,0,2011-07-27 02:36:15,2011-07-27 02:36:15,TMP1311734167190
587723,158916,134756,150005,943,1449,Α,,0,2011-07-27 02:36:35,2011-07-27 02:36:35,TMP1311734181541
587724,158916,134756,150005,981,1452,Κ,,0,2011-07-27 02:36:35,2011-07-27 02:36:35,TMP1311734184741
587725,158916,134756,150005,388,1504,Α,,0,2011-07-27 02:36:35,2011-07-27 02:36:35,TMP1311734189651
587726,158916,134756,150005,582,1508,Μ,,0,2011-07-27 02:36:35,2011-07-27 02:36:35,TMP1311734191510
587814,158916,134756,150005,628,1508,Α,,0,2011-07-27 02:36:55,2011-07-27 02:36:55,TMP1311734195806
587815,158916,134756,150005,666,1502,Χ,,0,2011-07-27 02:36:55,2011-07-27 02:36:55,TMP1311734197374
587816,158916,134756,150005,872,1513,Ν,,0,2011-07-27 02:36:55,2011-07-27 02:36:55,TMP1311734201094
587817,158916,134756,150005,915,1513,Ε,,0,2011-07-27 02:36:55,2011-07-27 02:36:55,TMP1311734203062
587818,158916,134756,150005,956,1516,Ϲ,,0,2011-07-27 02:36:55,2011-07-27 02:36:55,TMP1311734205830
587819,158916,134756,150005,994,1521,Ε,,0,2011-07-27 02:36:55,2011-07-27 02:36:55,TMP1311734210078
587921,158916,134756,150005,335,1621,Ϲ,,0,2011-07-27 02:37:15,2011-07-27 02:37:15,TMP1311734222734
587922,158916,134756,150005,384,1625,Τ,,0,2011-07-27 02:37:15,2011-07-27 02:37:15,TMP1311734224734
587923,158916,134756,150005,332,1684,Φ,,0,2011-07-27 02:37:15,2011-07-27 02:37:15,TMP1311734227014
587924,158916,134756,150005,391,1683,Ρ,,0,2011-07-27 02:37:15,2011-07-27 02:37:15,TMP1311734230902
588031,158916,134756,150005,768,1700,Δ,,0,2011-07-27 02:37:35,2011-07-27 02:37:35,TMP1311734236293
588032,158916,134756,150005,1006,1696,Α,,0,2011-07-27 02:37:35,2011-07-27 02:37:35,TMP1311734240223
588033,158916,134756,150005,1040,1692,Ρ,,0,2011-07-27 02:37:35,2011-07-27 02:37:35,TMP1311734241511
588034,158916,134756,150005,386,1748,Τ,,0,2011-07-27 02:37:35,2011-07-27 02:37:35,TMP1311734247695
588035,158916,134756,150005,640,1737,Α,,0,2011-07-27 02:37:35,2011-07-27 02:37:35,TMP1311734252096
588036,158916,134756,150005,688,1744,Γ,,0,2011-07-27 02:37:35,2011-07-27 02:37:35,TMP1311734253951
588152,158916,134756,150005,773,1758,Ο,,0,2011-07-27 02:37:55,2011-07-27 02:37:55,TMP1311734256135
588153,158916,134756,150005,813,1757,Ϲ,,0,2011-07-27 02:37:55,2011-07-27 02:37:55,TMP1311734260095
588154,158916,134756,150005,849,1756,Κ,,0,2011-07-27 02:37:55,2011-07-27 02:37:55,TMP1311734261951
588155,158916,134756,150005,896,1760,Ο,,0,2011-07-27 02:37:55,2011-07-27 02:37:55,TMP1311734265919
588156,158916,134756,150005,938,1759,Ρ,,0,2011-07-27 02:37:55,2011-07-27 02:37:55,TMP1311734268231
588157,158916,134756,150005,982,1756,Γ,,0,2011-07-27 02:37:55,2011-07-27 02:37:55,TMP1311734269831
588272,158916,134756,150005,336,1812,Φ,,0,2011-07-27 02:38:15,2011-07-27 02:38:15,TMP1311734276679
588273,158916,134756,150005,383,1810,Α,,0,2011-07-27 02:38:15,2011-07-27 02:38:15,TMP1311734280292
588274,158916,134756,150005,423,1808,Ϲ,,0,2011-07-27 02:38:15,2011-07-27 02:38:15,TMP1311734281695
588275,158916,134756,150005,480,1808,Δ,,0,2011-07-27 02:38:15,2011-07-27 02:38:15,TMP1311734285616
588276,158916,134756,150005,517,1804,Ε,,0,2011-07-27 02:38:15,2011-07-27 02:38:15,TMP1311734287792
588277,158916,134756,150005,552,1810,Ο,,0,2011-07-27 02:38:15,2011-07-27 02:38:15,TMP1311734289952
588278,158916,134756,150005,584,1810,Ι,,0,2011-07-27 02:38:15,2011-07-27 02:38:15,TMP1311734291984
588279,158916,134756,150005,611,1811,Ε,,0,2011-07-27 02:38:15,2011-07-27 02:38:15,TMP1311734293608
588525,158916,134756,150005,696,1819,Α,,0,2011-07-27 02:38:55,2011-07-27 02:38:55,TMP1311734320585
588526,158916,134756,150005,740,1825,Ν,,0,2011-07-27 02:38:55,2011-07-27 02:38:55,TMP1311734322802
588527,158916,134756,150005,780,1820,Ε,,0,2011-07-27 02:38:55,2011-07-27 02:38:55,TMP1311734324721
588528,158916,134756,150005,820,1823,Π,,0,2011-07-27 02:38:55,2011-07-27 02:38:55,TMP1311734326673
588529,158916,134756,150005,869,1832,Α,,0,2011-07-27 02:38:55,2011-07-27 02:38:55,TMP1311734331097
588530,158916,134756,150005,907,1830,Λ,,0,2011-07-27 02:38:55,2011-07-27 02:38:55,TMP1311734332850
588652,158916,134756,150005,948,1824,Τ,,0,2011-07-27 02:39:15,2011-07-27 02:39:15,TMP1311734336961
588653,158916,134756,150005,994,1828,Ο,,0,2011-07-27 02:39:15,2011-07-27 02:39:15,TMP1311734339649
588776,158916,134756,150005,882,1578,Γ,,0,2011-07-27 02:39:35,2011-07-27 02:39:35,TMP1311734368274
588777,158916,134756,150005,934,1576,Ν,,0,2011-07-27 02:39:35,2011-07-27 02:39:35,TMP1311734373479
588887,158916,134756,150005,982,1578,Α,,0,2011-07-27 02:39:55,2011-07-27 02:39:55,TMP1311734375554
588888,158916,134756,150005,1024,1574,Μ,,0,2011-07-27 02:39:55,2011-07-27 02:39:55,TMP1311734377698
588889,158916,134756,150005,904,1642,Ε,,0,2011-07-27 02:39:55,2011-07-27 02:39:55,TMP1311734380850
588890,158916,134756,150005,952,1642,Ρ,,0,2011-07-27 02:39:55,2011-07-27 02:39:55,TMP1311734382906
588891,158916,134756,150005,990,1640,Ο,,0,2011-07-27 02:39:55,2011-07-27 02:39:55,TMP1311734385571
